"","place","room_type","price","neighbourhood_cleansed","minimum_nights"
"2311","Antwerp","Entire home/apt",292,"Sint-Andries",2
"2312","Antwerp","Entire home/apt",14,"Zuid",1
"2313","Antwerp","Private room",119,"Borgerhout Intra Muros Noord",1
"2314","Antwerp","Entire home/apt",275,"Theaterbuurt-Meir",1
"2315","Antwerp","Shared room",119,"Borgerhout Intra Muros Noord",1
"2316","Antwerp","Shared room",119,"Borgerhout Intra Muros Noord",1
"2317","Antwerp","Entire home/apt",46,"Centraal Station",2
"2318","Antwerp","Entire home/apt",281,"Zuid",2
"2319","Antwerp","Entire home/apt",14,"Hoogte",2
"2320","Antwerp","Entire home/apt",107,"Centraal Station",3
"2321","Antwerp","Entire home/apt",107,"Centraal Station",3
"2322","Antwerp","Entire home/apt",214,"Sint-Andries",1
"2323","Antwerp","Entire home/apt",289,"Harmonie",2
"2324","Antwerp","Entire home/apt",107,"Theaterbuurt-Meir",7
"2325","Antwerp","Private room",234,"Universiteitsbuurt",1
"2326","Antwerp","Entire home/apt",234,"Zuid",2
"2327","Antwerp","Entire home/apt",284,"Zurenborg",2
"2328","Antwerp","Entire home/apt",266,"Eilandje",1
"2329","Antwerp","Entire home/apt",295,"Zuid",1
"2330","Antwerp","Entire home/apt",203,"Zuid",30
"2331","Antwerp","Private room",152,"Dam",1
"2332","Antwerp","Entire home/apt",212,"Stuivenberg",1
"2333","Antwerp","Entire home/apt",275,"Amandus - Atheneum",2
"2334","Antwerp","Entire home/apt",151,"Groenenhoek",6
"2335","Antwerp","Entire home/apt",253,"Amandus - Atheneum",2
"2336","Antwerp","Entire home/apt",300,"Deurne Zuid Oost",1
"2337","Antwerp","Entire home/apt",203,"Borgerhout Intra Muros Noord",2
"2338","Antwerp","Entire home/apt",82,"Stadspark",1
"2339","Antwerp","Entire home/apt",225,"Amandus - Atheneum",1
"2340","Antwerp","Private room",185,"Amandus - Atheneum",1
"2341","Antwerp","Private room",175,"Deurne Zuid West",2
"2342","Antwerp","Private room",151,"Borgerhout Intra Muros Noord",1
"2343","Antwerp","Entire home/apt",36,"Eilandje",1
"2344","Antwerp","Entire home/apt",275,"Amandus - Atheneum",14
"2345","Antwerp","Entire home/apt",275,"Historisch Centrum",3
"2346","Antwerp","Entire home/apt",261,"Historisch Centrum",1
"2347","Antwerp","Entire home/apt",23,"Nieuw - Kwartier Oost",1
"2348","Antwerp","Entire home/apt",275,"Amandus - Atheneum",1
"2349","Antwerp","Entire home/apt",266,"Historisch Centrum",4
"2350","Antwerp","Entire home/apt",203,"Amandus - Atheneum",1
"2351","Antwerp","Entire home/apt",132,"Valaar",1
"2352","Antwerp","Entire home/apt",14,"Stadspark",3
"2353","Antwerp","Entire home/apt",162,"Centraal Station",2
"2354","Antwerp","Entire home/apt",243,"Eilandje",2
"2355","Antwerp","Entire home/apt",185,"Amandus - Atheneum",2
"2356","Antwerp","Entire home/apt",214,"Haringrode",1
"2357","Antwerp","Entire home/apt",249,"Centraal Station",1
"2358","Antwerp","Entire home/apt",289,"Theaterbuurt-Meir",2
"2359","Antwerp","Entire home/apt",275,"Harmonie",2
"2360","Antwerp","Entire home/apt",86,"Centraal Station",1
"2361","Antwerp","Entire home/apt",86,"Centraal Station",1
"2362","Antwerp","Entire home/apt",86,"Centraal Station",1
"2363","Antwerp","Entire home/apt",86,"Centraal Station",1
"2364","Antwerp","Entire home/apt",86,"Centraal Station",1
"2365","Antwerp","Entire home/apt",86,"Centraal Station",1
"2366","Antwerp","Entire home/apt",215,"Koornbloem",2
"2367","Antwerp","Entire home/apt",214,"Centraal Station",1
"2368","Antwerp","Entire home/apt",73,"Stadspark",5
"2369","Antwerp","Entire home/apt",295,"Groenenhoek",2
"2370","Antwerp","Entire home/apt",234,"Borgerhout Intra Muros Noord",1
"2371","Antwerp","Entire home/apt",234,"Oud - Berchem",4
"2372","Antwerp","Entire home/apt",249,"Schoonbroek-Rozemaai",1
"2373","Antwerp","Entire home/apt",41,"Hoboken - Centrum",2
"2374","Antwerp","Entire home/apt",243,"Harmonie",1
"2375","Antwerp","Entire home/apt",36,"Theaterbuurt-Meir",2
"2376","Antwerp","Private room",182,"Lambrechtshoeken",4
"2377","Antwerp","Private room",14,"Historisch Centrum",3
"2378","Antwerp","Entire home/apt",283,"Sint-Andries",1
"2379","Antwerp","Private room",275,"Amandus - Atheneum",4
"2380","Antwerp","Entire home/apt",281,"Stadspark",2
"2381","Antwerp","Private room",182,"Nieuw - Kwartier Oost",1
"2382","Antwerp","Private room",196,"Amandus - Atheneum",1
"2383","Antwerp","Entire home/apt",298,"Amandus - Atheneum",2
"2384","Antwerp","Private room",243,"Borgerhout Intra Muros Noord",1
"2385","Antwerp","Entire home/apt",266,"Zurenborg",1
"2386","Antwerp","Entire home/apt",14,"Merksem - Heide",7
"2387","Antwerp","Entire home/apt",14,"Borgerhout Extra Muros",3
"2388","Antwerp","Entire home/apt",266,"Borgerhout Intra Muros Zuid",1
"2389","Antwerp","Entire home/apt",249,"Universiteitsbuurt",2
"2390","Antwerp","Entire home/apt",285,"Theaterbuurt-Meir",1
"2391","Antwerp","Private room",243,"Borgerhout Intra Muros Noord",1
"2392","Antwerp","Entire home/apt",230,"Oud - Merksem",1
"2393","Antwerp","Entire home/apt",249,"Deurne Zuid West",1
"2394","Antwerp","Entire home/apt",234,"Universiteitsbuurt",15
"2395","Antwerp","Private room",203,"Oud - Berchem",1
"2396","Antwerp","Private room",82,"Kiel",1
"2397","Antwerp","Entire home/apt",162,"Historisch Centrum",1
"2398","Antwerp","Entire home/apt",275,"Linkeroever",1
"2399","Antwerp","Entire home/apt",203,"Kiel",1
"2400","Antwerp","Private room",243,"Borgerhout Intra Muros Noord",1
"2401","Antwerp","Entire home/apt",203,"Kiel",1
"2402","Antwerp","Entire home/apt",66,"Stadspark",1
"2403","Antwerp","Entire home/apt",25,"Historisch Centrum",2
"2404","Antwerp","Entire home/apt",25,"Sint-Andries",2
"2405","Antwerp","Entire home/apt",256,"Theaterbuurt-Meir",2
"2406","Antwerp","Private room",214,"Centraal Station",3
"2407","Antwerp","Entire home/apt",36,"Amandus - Atheneum",5
"2408","Antwerp","Entire home/apt",295,"Zuid",2
"2409","Antwerp","Entire home/apt",82,"Hoboken - Centrum",3
"2410","Antwerp","Entire home/apt",82,"Hoboken - Zuidoost",3
"2411","Antwerp","Entire home/apt",214,"Borgerhout Intra Muros Noord",2
"2412","Antwerp","Private room",182,"Tentoonstellingswijk",2
"2413","Antwerp","Private room",182,"Oud - Berchem",7
"2414","Antwerp","Private room",225,"Haringrode",1
"2415","Antwerp","Entire home/apt",249,"Theaterbuurt-Meir",1
"2416","Antwerp","Entire home/apt",289,"Theaterbuurt-Meir",1
"2417","Antwerp","Entire home/apt",105,"Historisch Centrum",1
"2418","Antwerp","Entire home/apt",105,"Historisch Centrum",1
"2419","Antwerp","Private room",243,"Theaterbuurt-Meir",1
"2420","Antwerp","Entire home/apt",105,"Theaterbuurt-Meir",1
"2421","Antwerp","Entire home/apt",105,"Universiteitsbuurt",1
"2422","Antwerp","Entire home/apt",168,"Eilandje",2
"2423","Antwerp","Entire home/apt",105,"Historisch Centrum",1
"2424","Antwerp","Entire home/apt",36,"Groenenhoek",4
"2425","Antwerp","Entire home/apt",105,"Historisch Centrum",1
"2426","Antwerp","Entire home/apt",105,"Historisch Centrum",1
"2427","Antwerp","Entire home/apt",203,"Oosterveld - Elsdonk",30
"2428","Antwerp","Entire home/apt",243,"Brederode",2
"2429","Antwerp","Entire home/apt",209,"Deurne Zuid West",1
"2430","Antwerp","Entire home/apt",240,"Brederode",2
"2431","Antwerp","Entire home/apt",225,"Amandus - Atheneum",3
"2432","Antwerp","Entire home/apt",275,"Stadspark",2
"2433","Antwerp","Private room",138,"Zurenborg",2
"2434","Antwerp","Entire home/apt",175,"Deurne Zuid West",2
"2435","Antwerp","Entire home/apt",263,"Dam",1
"2436","Antwerp","Entire home/apt",293,"Brederode",1
"2437","Antwerp","Private room",162,"Brederode",2
"2438","Antwerp","Entire home/apt",234,"Dam",2
"2439","Antwerp","Entire home/apt",14,"Zuid",3
"2440","Antwerp","Entire home/apt",243,"Brederode",1
"2441","Antwerp","Entire home/apt",50,"Brederode",3
"2442","Antwerp","Entire home/apt",234,"Deurne Noord",2
"2443","Antwerp","Entire home/apt",214,"Oud - Merksem",2
"2444","Antwerp","Entire home/apt",234,"Borgerhout Extra Muros",1
"2445","Antwerp","Entire home/apt",239,"Deurne Zuid Oost",3
"2446","Antwerp","Entire home/apt",289,"Theaterbuurt-Meir",2
"2447","Antwerp","Entire home/apt",66,"Historisch Centrum",2
"2448","Antwerp","Private room",45,"Stuivenberg",90
"2449","Antwerp","Entire home/apt",295,"Amandus - Atheneum",2
"2450","Antwerp","Private room",175,"Historisch Centrum",1
"2451","Antwerp","Entire home/apt",281,"Theaterbuurt-Meir",1
"2452","Antwerp","Private room",272,"Borgerhout Intra Muros Zuid",1
"2453","Antwerp","Entire home/apt",54,"Theaterbuurt-Meir",2
"2454","Antwerp","Private room",286,"Borgerhout Intra Muros Zuid",1
"2455","Antwerp","Entire home/apt",214,"Deurne Oost",3
"2456","Antwerp","Entire home/apt",41,"Amandus - Atheneum",2
"2457","Antwerp","Entire home/apt",295,"Stadspark",1
"2458","Antwerp","Entire home/apt",196,"Oud - Berchem",13
"2459","Antwerp","Entire home/apt",172,"Zuid",21
"2460","Antwerp","Entire home/apt",212,"Borgerhout Extra Muros",1
"2461","Antwerp","Entire home/apt",185,"Amandus - Atheneum",1
"2462","Antwerp","Entire home/apt",247,"Theaterbuurt-Meir",1
"2463","Antwerp","Entire home/apt",214,"Brederode",5
"2464","Antwerp","Entire home/apt",133,"Oud - Merksem",15
"2465","Antwerp","Private room",182,"Stadspark",1
"2466","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2467","Antwerp","Entire home/apt",2,"Theaterbuurt-Meir",1
"2468","Antwerp","Entire home/apt",60,"Theaterbuurt-Meir",1
"2469","Brussels","Entire home/apt",293,"Molenbeek-Saint-Jean",2
"2470","Brussels","Entire home/apt",271,"Molenbeek-Saint-Jean",2
"2471","Brussels","Private room",214,"Ixelles",2
"2472","Brussels","Hotel room",14,"Saint-Josse-ten-Noode",1
"2473","Brussels","Entire home/apt",107,"Woluwe-Saint-Pierre",2
"2474","Brussels","Entire home/apt",264,"Ixelles",5
"2475","Brussels","Entire home/apt",243,"Bruxelles",2
"2476","Brussels","Entire home/apt",295,"Anderlecht",1
"2477","Brussels","Entire home/apt",281,"Anderlecht",1
"2478","Brussels","Entire home/apt",281,"Anderlecht",1
"2479","Brussels","Entire home/apt",50,"Anderlecht",1
"2480","Brussels","Entire home/apt",259,"Anderlecht",1
"2481","Brussels","Entire home/apt",281,"Anderlecht",1
"2482","Brussels","Hotel room",295,"Schaerbeek",2
"2483","Brussels","Private room",266,"Uccle",7
"2484","Brussels","Entire home/apt",281,"Uccle",3
"2485","Brussels","Entire home/apt",295,"Anderlecht",1
"2486","Brussels","Hotel room",297,"Bruxelles",1
"2487","Brussels","Entire home/apt",259,"Anderlecht",1
"2488","Brussels","Entire home/apt",275,"Anderlecht",1
"2489","Brussels","Entire home/apt",275,"Anderlecht",1
"2490","Brussels","Entire home/apt",36,"Anderlecht",1
"2491","Brussels","Entire home/apt",234,"Uccle",3
"2492","Brussels","Entire home/apt",77,"Bruxelles",1
"2493","Brussels","Entire home/apt",295,"Anderlecht",1
"2494","Brussels","Entire home/apt",14,"Etterbeek",5
"2495","Brussels","Entire home/apt",223,"Schaerbeek",2
"2496","Brussels","Entire home/apt",66,"Bruxelles",1
"2497","Brussels","Private room",162,"Woluwe-Saint-Lambert",1
"2498","Brussels","Entire home/apt",266,"Saint-Gilles",1
"2499","Brussels","Entire home/apt",275,"Ixelles",3
"2500","Brussels","Entire home/apt",243,"Saint-Gilles",2
"2501","Brussels","Entire home/apt",289,"Bruxelles",3
"2502","Brussels","Entire home/apt",66,"Bruxelles",1
"2503","Brussels","Entire home/apt",64,"Bruxelles",1
"2504","Brussels","Entire home/apt",284,"Bruxelles",2
"2505","Brussels","Entire home/apt",64,"Bruxelles",2
"2506","Brussels","Entire home/apt",66,"Bruxelles",2
"2507","Brussels","Entire home/apt",66,"Bruxelles",1
"2508","Brussels","Entire home/apt",73,"Bruxelles",2
"2509","Brussels","Entire home/apt",46,"Bruxelles",1
"2510","Brussels","Entire home/apt",66,"Bruxelles",2
"2511","Brussels","Entire home/apt",275,"Bruxelles",1
"2512","Brussels","Entire home/apt",278,"Saint-Gilles",2
"2513","Brussels","Private room",36,"Bruxelles",1
"2514","Brussels","Entire home/apt",66,"Bruxelles",1
"2515","Brussels","Private room",41,"Bruxelles",1
"2516","Brussels","Private room",30,"Bruxelles",1
"2517","Brussels","Entire home/apt",162,"Saint-Gilles",2
"2518","Brussels","Entire home/apt",241,"Anderlecht",5
"2519","Brussels","Private room",203,"Saint-Gilles",3
"2520","Brussels","Entire home/apt",289,"Bruxelles",90
"2521","Brussels","Entire home/apt",289,"Bruxelles",30
"2522","Brussels","Entire home/apt",19,"Bruxelles",3
"2523","Brussels","Private room",182,"Woluwe-Saint-Lambert",3
"2524","Brussels","Entire home/apt",266,"Woluwe-Saint-Lambert",4
"2525","Brussels","Private room",66,"Saint-Josse-ten-Noode",1
"2526","Brussels","Private room",234,"Ixelles",2
"2527","Brussels","Entire home/apt",259,"Saint-Gilles",3
"2528","Brussels","Entire home/apt",249,"Ixelles",2
"2529","Brussels","Entire home/apt",243,"Molenbeek-Saint-Jean",5
"2530","Brussels","Entire home/apt",56,"Bruxelles",15
"2531","Brussels","Entire home/apt",243,"Forest",5
"2532","Brussels","Private room",214,"Saint-Gilles",30
"2533","Brussels","Entire home/apt",137,"Bruxelles",2
"2534","Brussels","Private room",221,"Saint-Gilles",2
"2535","Brussels","Entire home/apt",283,"Bruxelles",2
"2536","Brussels","Entire home/apt",25,"Woluwe-Saint-Pierre",2
"2537","Brussels","Entire home/apt",281,"Saint-Gilles",14
"2538","Brussels","Private room",162,"Saint-Josse-ten-Noode",3
"2539","Brussels","Entire home/apt",19,"Bruxelles",2
"2540","Brussels","Entire home/apt",175,"Bruxelles",91
"2541","Brussels","Entire home/apt",281,"Molenbeek-Saint-Jean",2
"2542","Brussels","Entire home/apt",62,"Ixelles",4
"2543","Brussels","Entire home/apt",259,"Ixelles",2
"2544","Brussels","Entire home/apt",25,"Schaerbeek",4
"2545","Brussels","Entire home/apt",14,"Bruxelles",3
"2546","Brussels","Private room",138,"Uccle",1
"2547","Brussels","Entire home/apt",259,"Ixelles",1
"2548","Brussels","Entire home/apt",243,"Saint-Gilles",4
"2549","Brussels","Entire home/apt",50,"Ixelles",120
"2550","Brussels","Entire home/apt",275,"Bruxelles",1
"2551","Brussels","Entire home/apt",234,"Bruxelles",3
"2552","Brussels","Private room",214,"Bruxelles",3
"2553","Brussels","Entire home/apt",182,"Forest",30
"2554","Brussels","Entire home/apt",256,"Bruxelles",2
"2555","Brussels","Private room",271,"Anderlecht",2
"2556","Brussels","Entire home/apt",232,"Ixelles",5
"2557","Brussels","Entire home/apt",167,"Bruxelles",91
"2558","Brussels","Entire home/apt",214,"Saint-Gilles",3
"2559","Brussels","Entire home/apt",132,"Forest",1
"2560","Brussels","Entire home/apt",259,"Anderlecht",4
"2561","Brussels","Entire home/apt",297,"Molenbeek-Saint-Jean",92
"2562","Brussels","Entire home/apt",259,"Bruxelles",3
"2563","Brussels","Entire home/apt",46,"Forest",2
"2564","Brussels","Private room",212,"Bruxelles",1
"2565","Brussels","Entire home/apt",246,"Woluwe-Saint-Lambert",2
"2566","Brussels","Entire home/apt",275,"Saint-Gilles",1
"2567","Brussels","Entire home/apt",275,"Bruxelles",4
"2568","Brussels","Entire home/apt",259,"Bruxelles",3
"2569","Brussels","Entire home/apt",36,"Saint-Gilles",2
"2570","Brussels","Entire home/apt",225,"Bruxelles",1
"2571","Brussels","Entire home/apt",25,"Bruxelles",1
"2572","Brussels","Entire home/apt",14,"Bruxelles",1
"2573","Brussels","Private room",243,"Bruxelles",3
"2574","Brussels","Entire home/apt",249,"Saint-Gilles",3
"2575","Brussels","Entire home/apt",281,"Bruxelles",1
"2576","Brussels","Entire home/apt",221,"Bruxelles",6
"2577","Brussels","Entire home/apt",275,"Bruxelles",1
"2578","Brussels","Entire home/apt",277,"Bruxelles",1
"2579","Brussels","Entire home/apt",266,"Bruxelles",2
"2580","Brussels","Entire home/apt",259,"Saint-Gilles",91
"2581","Brussels","Private room",295,"Koekelberg",2
"2582","Brussels","Private room",295,"Bruxelles",1
"2583","Brussels","Entire home/apt",259,"Saint-Gilles",91
"2584","Brussels","Private room",249,"Bruxelles",1
"2585","Brussels","Entire home/apt",25,"Bruxelles",4
"2586","Brussels","Private room",138,"Bruxelles",3
"2587","Brussels","Entire home/apt",36,"Auderghem",30
"2588","Brussels","Entire home/apt",46,"Auderghem",28
"2589","Brussels","Private room",275,"Bruxelles",14
"2590","Brussels","Entire home/apt",66,"Bruxelles",2
"2591","Brussels","Entire home/apt",259,"Bruxelles",2
"2592","Brussels","Private room",203,"Molenbeek-Saint-Jean",1
"2593","Brussels","Entire home/apt",259,"Ixelles",2
"2594","Brussels","Private room",162,"Woluwe-Saint-Lambert",2
"2595","Brussels","Entire home/apt",281,"Uccle",2
"2596","Brussels","Private room",162,"Ixelles",3
"2597","Brussels","Entire home/apt",203,"Evere",2
"2598","Brussels","Entire home/apt",90,"Bruxelles",5
"2599","Brussels","Entire home/apt",259,"Bruxelles",3
"2600","Brussels","Private room",249,"Ixelles",2
"2601","Brussels","Entire home/apt",29,"Bruxelles",1
"2602","Brussels","Entire home/apt",41,"Uccle",2
"2603","Brussels","Private room",264,"Bruxelles",2
"2604","Brussels","Entire home/apt",275,"Saint-Gilles",1
"2605","Brussels","Private room",230,"Forest",10
"2606","Brussels","Entire home/apt",41,"Koekelberg",14
"2607","Brussels","Entire home/apt",66,"Watermael-Boitsfort",5
"2608","Brussels","Entire home/apt",289,"Bruxelles",2
"2609","Brussels","Entire home/apt",249,"Ixelles",1
"2610","Brussels","Entire home/apt",249,"Saint-Josse-ten-Noode",3
"2611","Brussels","Entire home/apt",214,"Forest",2
"2612","Brussels","Entire home/apt",246,"Saint-Josse-ten-Noode",3
"2613","Brussels","Entire home/apt",243,"Etterbeek",1
"2614","Brussels","Private room",162,"Schaerbeek",2
"2615","Brussels","Private room",203,"Woluwe-Saint-Lambert",21
"2616","Brussels","Entire home/apt",30,"Bruxelles",3
"2617","Brussels","Entire home/apt",162,"Molenbeek-Saint-Jean",2
"2618","Brussels","Entire home/apt",58,"Bruxelles",1
"2619","Brussels","Entire home/apt",259,"Bruxelles",1
"2620","Brussels","Entire home/apt",243,"Ixelles",90
"2621","Brussels","Private room",207,"Ixelles",1
"2622","Brussels","Private room",196,"Woluwe-Saint-Lambert",3
"2623","Brussels","Entire home/apt",249,"Etterbeek",1
"2624","Brussels","Entire home/apt",207,"Jette",4
"2625","Brussels","Entire home/apt",225,"Bruxelles",3
"2626","Brussels","Entire home/apt",234,"Etterbeek",6
"2627","Brussels","Entire home/apt",228,"Ixelles",3
"2628","Brussels","Entire home/apt",289,"Ixelles",7
"2629","Brussels","Entire home/apt",73,"Watermael-Boitsfort",3
"2630","Brussels","Entire home/apt",223,"Bruxelles",20
"2631","Brussels","Entire home/apt",253,"Bruxelles",2
"2632","Brussels","Entire home/apt",266,"Forest",2
"2633","Brussels","Entire home/apt",289,"Bruxelles",3
"2634","Brussels","Entire home/apt",14,"Etterbeek",1
"2635","Brussels","Entire home/apt",107,"Etterbeek",2
"2636","Brussels","Entire home/apt",234,"Bruxelles",7
"2637","Brussels","Private room",298,"Woluwe-Saint-Lambert",2
"2638","Brussels","Entire home/apt",259,"Anderlecht",90
"2639","Brussels","Entire home/apt",275,"Watermael-Boitsfort",2
"2640","Brussels","Private room",203,"Saint-Josse-ten-Noode",3
"2641","Brussels","Private room",138,"Uccle",1
"2642","Brussels","Entire home/apt",251,"Schaerbeek",28
"2643","Brussels","Entire home/apt",263,"Ixelles",2
"2644","Brussels","Entire home/apt",196,"Forest",90
"2645","Brussels","Entire home/apt",60,"Bruxelles",1
"2646","Brussels","Entire home/apt",66,"Bruxelles",2
"2647","Brussels","Private room",194,"Forest",2
"2648","Brussels","Entire home/apt",99,"Ixelles",3
"2649","Brussels","Entire home/apt",196,"Forest",92
"2650","Brussels","Entire home/apt",249,"Molenbeek-Saint-Jean",5
"2651","Brussels","Entire home/apt",283,"Bruxelles",1
"2652","Brussels","Entire home/apt",243,"Saint-Gilles",2
"2653","Brussels","Private room",209,"Bruxelles",2
"2654","Brussels","Private room",182,"Woluwe-Saint-Lambert",30
"2655","Brussels","Entire home/apt",219,"Ixelles",28
